"","label","pval","fdr","signature","geneset","overlap","background","hits","generatio"
"REACTOME_FGFR2_ALTERNATIVE_SPLICING"," Fgfr2 alternative splicing",8.6e-05,0.00059,3333,27,11,29522,"FGFR2,GTF2F2,HNRNPF,NCBP2,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,RBFOX2,TIA1",0.407407407407407
"REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION"," Notch1 intracellular domain regulates transcription",1e-04,0.00067,3333,46,15,29522,"CREBBP,EP300,HDAC6,HDAC9,KAT2A,KAT2B,MAMLD1,MYC,NCOR1,NCOR2,RBX1,TBL1X,TBL1XR1,TLE2,TLE3",0.326086956521739
"REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS"," Sumoylation of dna replication proteins",1e-04,0.00067,3333,46,15,29522,"AAAS,AURKA,INCENP,NUP188,NUP214,NUP50,NUP54,NUP98,PCNA,POM121,POM121C,RANGAP1,SUMO1,TOP2A,TOP2B",0.326086956521739
"REACTOME_GLYCOLYSIS"," Glycolysis",0.00011,0.00072,3333,67,19,29522,"AAAS,ALDOA,GAPDH,GNPDA1,HK2,NUP188,NUP214,NUP50,NUP54,NUP98,PFKFB2,PGAM1,PGP,POM121,POM121C,PPP2CB,PPP2R1A,PRKACA,TPI1",0.283582089552239
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS"," Lysosome vesicle biogenesis",0.00011,0.00072,3333,32,12,29522,"AP1B1,AP1G2,AP1M1,AP1S1,AP1S2,AP4M1,CLTA,DNM2,GNS,HGS,HSPA8,M6PR",0.375
"REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION"," Metabolism of nitric oxide nos3 activation and regulation",0.00011,0.00073,3333,12,7,29522,"CAV1,DDAH1,DNM2,LYPLA1,NOSIP,SPR,WASL",0.583333333333333
"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS"," Disorders of transmembrane transporters",0.00012,0.00082,3333,150,33,29522,"AAAS,ABCA1,ABCD1,DERL2,ERLEC1,LMBRD1,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RNF185,SEM1,SLC17A5,SLC1A1,SLC20A2,SLC26A2,SLC27A4,SLC2A1,SLC35A3,SLC3A2,SLCO1B3,VCP",0.22
"REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE"," Homologous dna pairing and strand exchange",0.00013,0.00084,3333,42,14,29522,"ATR,ATRIP,MRE11,NBN,PALB2,RAD50,RAD51D,RAD9A,RFC3,RFC4,RMI2,RPA2,RPA3,XRCC3",0.333333333333333
"REACTOME_MAPK1_ERK2_ACTIVATION"," Mapk1 erk2 activation",0.00013,0.00084,3333,9,6,29522,"IL6,IL6R,IL6ST,MAP2K2,MAPK1,TYK2",0.666666666666667
"REACTOME_MRNA_SPLICING_MINOR_PATHWAY"," Mrna splicing minor pathway",0.00013,0.00084,3333,52,16,29522,"EFTUD2,GTF2F2,NCBP2,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,PRPF8,SF3B2,SF3B6,SNRNP200,SNRPB,SNRPE,SNRPF,ZMAT5",0.307692307692308
"REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA"," Processing of capped intronless pre mrna",0.00013,0.00084,3333,28,11,29522,"CPSF4,CPSF7,CSTF2,CSTF3,LSM10,LSM11,NCBP2,SNRPB,SNRPE,SNRPF,SYMPK",0.392857142857143
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS"," Integrin cell surface interactions",0.00013,0.00086,3333,68,19,29522,"CD44,CD47,COL1A1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL5A2,COL7A1,COL8A1,COL9A3,F11R,ITGA5,ITGAE,ITGAV,ITGB1,ITGB8,VTN",0.279411764705882
"REACTOME_RAC2_GTPASE_CYCLE"," Rac2 gtpase cycle",0.00014,0.00092,3333,85,22,29522,"ARHGAP1,ARHGAP35,ARHGAP39,BAIAP2L1,CAV1,CDC42EP1,CDC42EP4,DEPDC1B,DSG2,ESYT1,GIT1,ITGB1,LBR,LMAN1,PGRMC2,RAB7A,SLITRK5,SWAP70,TFRC,VAMP3,VAV3,WASF2",0.258823529411765
"REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION"," Cyclin a b1 b2 associated events during g2 m transition",0.00015,0.00093,3333,24,10,29522,"CCNA2,CCNB1,CCNB2,CDK1,LCMT1,PKMYT1,PLK1,PPP2CB,PPP2R1A,XPO1",0.416666666666667
"REACTOME_MICRORNA_MIRNA_BIOGENESIS"," Microrna mirna biogenesis",0.00015,0.00093,3333,24,10,29522,"AGO2,BCDIN3D,DGCR8,DICER1,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,RAN",0.416666666666667
"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT"," Tcf dependent signaling in response to wnt",0.00015,0.00094,3333,196,40,29522,"AKT2,BCL9L,CAV1,CCDC88C,CREBBP,CTNNB1,DVL1,DVL3,EP300,FZD4,FZD6,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KMT2D,LEO1,MEN1,MYC,PIP5K1B,PPP2CB,PPP2R1A,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBX1,SEM1,SMURF2,TLE2,TLE3,TNKS2,TRRAP,WNT5A,XPO1",0.204081632653061
"REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION"," Positive epigenetic regulation of rrna expression",0.00015,0.00095,3333,91,23,29522,"BAZ1B,CBX3,DEK,EP300,ERCC6,GATAD2A,GATAD2B,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,KAT2A,KAT2B,MBD3,MTA2,MYBBP1A,MYO1C,POLR1A,POLR2E,POLR2K,TAF1C,TAF1D",0.252747252747253
"REACTOME_PHOSPHORYLATION_OF_THE_APC_C"," Phosphorylation of the apc c",0.00015,0.00098,3333,20,9,29522,"ANAPC1,ANAPC11,ANAPC16,ANAPC2,CCNB1,CDC23,CDK1,PLK1,UBE2S",0.45
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S"," Activation of the mrna upon binding of the cap binding complex and eifs and subsequent binding to 43s",0.00016,0.00099,3333,58,17,29522,"EIF3E,EIF3H,EIF4A2,EIF4E,EIF4G1,FAU,RPS12,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS26,RPS27L,RPS29,RPS6",0.293103448275862
"REACTOME_MITOTIC_PROPHASE"," Mitotic prophase",0.00016,0.00099,3333,127,29,29522,"AAAS,CCNB1,CCNB2,CDK1,CNEP1R1,GORASP1,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,MAPK1,NEK7,NUMA1,NUP188,NUP214,NUP50,NUP54,NUP98,PLK1,POM121,POM121C,PPP2CB,PPP2R1A,RAB1A,RAB1B,SMC4,USO1,VRK1",0.228346456692913
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES"," Antiviral mechanism by ifn stimulated genes",0.00016,0.001,3333,80,21,29522,"AAAS,EIF4A2,EIF4E,EIF4G1,FLNA,FLNB,HERC5,KPNA2,KPNA5,KPNB1,NEDD4,NUP188,NUP214,NUP50,NUP54,NUP98,OAS3,OASL,POM121,POM121C,TRIM25",0.2625
"REACTOME_BASE_EXCISION_REPAIR"," Base excision repair",0.00016,0.001,3333,80,21,29522,"ACD,APEX1,H2AC6,H2AZ1,H2BC12,H2BC13,LIG3,MUTYH,PARP1,PCNA,POLD1,POLD2,POLE,POLE3,RFC1,RFC3,RFC4,RPA2,RPA3,TDG,TERF2IP",0.2625
"REACTOME_FANCONI_ANEMIA_PATHWAY"," Fanconi anemia pathway",0.00017,0.001,3333,38,13,29522,"ATR,ATRIP,EME2,ERCC1,ERCC4,FAAP100,FANCA,FANCB,FANCL,RPA2,RPA3,SLX4,USP1",0.342105263157895
"REACTOME_SIGNALING_BY_FGFR_IN_DISEASE"," Signaling by fgfr in disease",0.00017,0.001,3333,53,16,29522,"CEP43,CNTRL,CUX1,FGF2,FGFR1OP2,FGFR2,FRS2,GTF2F2,NCBP2,NRAS,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,STAT5A",0.30188679245283
"REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE"," Myd88 independent tlr4 cascade",0.00018,0.0011,3333,92,23,29522,"BIRC3,CHUK,ELK1,FBXW11,FOS,IRAK1,MAP2K1,MAP2K7,MAPK1,MAPK14,MEF2A,NFKB1,NFKBIB,NKIRAS1,PPP2CB,PPP2R1A,RELA,RPS6KA3,SARM1,TAB3,TANK,TBK1,TLR4",0.25
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3"," Transcriptional regulation by runx3",0.00018,0.0011,3333,92,23,29522,"CBFB,CCN2,CCND1,CREBBP,CTNNB1,EP300,KAT2A,KAT2B,MAMLD1,MYC,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,SEM1,SMURF2,TEAD4,TP53,ZFHX3",0.25
"REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES"," Interconversion of nucleotide di and triphosphates",0.00019,0.0011,3333,29,11,29522,"AK4,AK6,CMPK1,DUT,GSR,NME4,NUDT13,RRM2,RRM2B,TXN,TYMS",0.379310344827586
"REACTOME_PYRUVATE_METABOLISM"," Pyruvate metabolism",0.00019,0.0011,3333,29,11,29522,"DLD,GLO1,GSTZ1,LDHA,LDHB,PDHX,PDP1,PDP2,PDPR,PPARD,VDAC1",0.379310344827586
"REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION"," Regulation of tp53 activity through acetylation",0.00019,0.0011,3333,29,11,29522,"AKT2,BRD7,BRPF1,EP300,GATAD2A,GATAD2B,MBD3,MEAF6,MTA2,PIP4K2A,TP53",0.379310344827586
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2"," Transcriptional regulation by runx2",0.00019,0.0011,3333,110,26,29522,"ABL1,AKT2,CBFB,CCNB1,CCND1,CDK1,CDK4,COL1A1,HDAC6,ITGA5,MAPK1,PPARGC1A,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,RBM14,RBX1,SEM1,SKP2,SMAD6,WWP1",0.236363636363636
"REACTOME_GENE_SILENCING_BY_RNA"," Gene silencing by rna",0.00021,0.0013,3333,123,28,29522,"AAAS,AGO2,BCDIN3D,DGCR8,DICER1,ELAC2,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,MOV10L1,MYBL1,NUP188,NUP214,NUP50,NUP54,NUP98,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,POM121,POM121C,RAN,TNRC6A,TNRC6C",0.227642276422764
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION"," N glycan antennae elongation",0.00021,0.0013,3333,13,7,29522,"B4GALT1,B4GALT2,B4GALT3,B4GALT4,B4GALT6,MGAT4A,MGAT4B",0.538461538461538
"REACTOME_NGF_STIMULATED_TRANSCRIPTION"," Ngf stimulated transcription",0.00021,0.0013,3333,34,12,29522,"DNM2,EGR1,ELK1,EP300,F3,FOS,FOSB,FOSL1,MEF2D,NAB1,NAB2,SRF",0.352941176470588
"REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX"," Nr1h3 nr1h2 regulate gene expression linked to cholesterol transport and efflux",0.00021,0.0013,3333,34,12,29522,"ABCA1,AGO2,EP300,KDM1A,NCOR1,NCOR2,NR1H2,NR1H3,TBL1X,TBL1XR1,TNRC6A,TNRC6C",0.352941176470588
"REACTOME_SNRNP_ASSEMBLY"," Snrnp assembly",0.00021,0.0013,3333,54,16,29522,"AAAS,CLNS1A,GEMIN4,GEMIN8,NCBP2,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C,PRMT5,SNRPB,SNRPE,SNRPF",0.296296296296296
"REACTOME_SIGNALING_BY_EGFR"," Signaling by egfr",0.00022,0.0013,3333,49,15,29522,"ADAM10,ADAM17,ARHGEF7,CSK,EPGN,EPN1,EPS15,EPS15L1,HGS,NRAS,PTPN12,SH3GL1,SH3KBP1,SHC1,SPRY2",0.306122448979592
"REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS"," Sumoylation of dna damage response and repair proteins",0.00022,0.0013,3333,76,20,29522,"AAAS,MDC1,NSMCE4A,NUP188,NUP214,NUP50,NUP54,NUP98,PARP1,POM121,POM121C,RAD21,RNF2,SMC1A,SMC3,SP100,STAG2,SUMO1,TDG,XRCC4",0.263157894736842
"REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING"," Transferrin endocytosis and recycling",0.00022,0.0013,3333,25,10,29522,"ATP6AP1,ATP6V1A,ATP6V1C2,ATP6V1D,ATP6V1E2,ATP6V1F,ATP6V1H,MCOLN1,TFR2,TFRC",0.4
"REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS"," Viral messenger rna synthesis",0.00023,0.0013,3333,44,14,29522,"AAAS,GTF2F2,NUP188,NUP214,NUP50,NUP54,NUP98,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,POM121,POM121C",0.318181818181818
"REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS"," Inhibition of the proteolytic activity of apc c required for the onset of anaphase by mitotic spindle checkpoint components",0.00024,0.0014,3333,21,9,29522,"ANAPC1,ANAPC11,ANAPC16,ANAPC2,BUB1B,BUB3,CDC23,MAD2L1,UBE2S",0.428571428571429
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM"," Glycosaminoglycan metabolism",0.00025,0.0015,3333,100,24,29522,"ABCC5,B3GALT6,B3GNT2,B4GALT1,B4GALT2,B4GALT3,B4GALT4,B4GALT6,B4GALT7,CD44,GLCE,GNS,HEXB,HMMR,HYAL2,HYAL3,IDUA,SDC2,SDC3,SLC26A2,SLC35B2,SLC35B3,SLC35D2,SLC9A1",0.24
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX"," Degradation of the extracellular matrix",0.00026,0.0015,3333,106,25,29522,"ADAM10,ADAM15,ADAM17,ADAM9,ADAMTS4,CAPN2,CD44,COL1A1,COL25A1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL5A2,COL7A1,COL8A1,COL9A3,CTSL,CTSS,CTSV,FURIN,LAMB1,MMP15,TIMP2",0.235849056603774
"REACTOME_PROTEIN_UBIQUITINATION"," Protein ubiquitination",0.00027,0.0015,3333,77,20,29522,"H2BC12,H2BC13,HLA-A,LEO1,PCNA,PEX12,PEX2,RNF181,RNF40,RTF1,UBA1,UBA6,UBE2B,UBE2E3,UBE2G1,UBE2Q2,UBE2S,UCHL3,USP5,VCP",0.25974025974026
"REACTOME_EPH_EPHRIN_SIGNALING"," Eph ephrin signaling",0.00028,0.0016,3333,83,21,29522,"ADAM10,AP2A1,APH1B,ARHGEF28,ARHGEF7,ARPC1A,ARPC3,ARPC5,CLTA,EFNA1,EPHA5,GIT1,MYL12A,MYL12B,PSENEN,PTK2,RASA1,ROCK2,SDC2,VAV3,WASL",0.253012048192771
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING"," Interleukin 1 family signaling",0.00028,0.0016,3333,125,28,29522,"CASP1,CHUK,FBXW11,IL18,IRAK1,MAP2K1,MAP3K3,NFKB1,NFKBIB,NKIRAS1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,PTPN12,PTPN23,PTPN4,RBX1,RELA,SEM1,SIGIRR,SQSTM1,TAB3,TBK1",0.224
"REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ"," Hdr through mmej alt nhej",0.00029,0.0016,3333,10,6,29522,"LIG3,MRE11,NBN,PARP1,POLQ,RAD50",0.6
"REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION"," Hyaluronan uptake and degradation",0.00029,0.0016,3333,10,6,29522,"CD44,HEXB,HMMR,HYAL2,HYAL3,SLC9A1",0.6
"REACTOME_MAPK3_ERK1_ACTIVATION"," Mapk3 erk1 activation",0.00029,0.0016,3333,10,6,29522,"CDK1,IL6,IL6R,IL6ST,MAP2K1,TYK2",0.6
"REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE"," N glycan trimming in the er and calnexin calreticulin cycle",0.00029,0.0016,3333,35,12,29522,"DERL2,EDEM1,GANAB,MLEC,MOGS,PDIA3,RAD23B,RNF139,RNF185,UGGT1,UGGT2,VCP",0.342857142857143
"REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE"," Toll like receptor 9 tlr9 cascade",0.00029,0.0016,3333,89,22,29522,"CHUK,ECSIT,ELK1,FBXW11,FOS,IRAK1,MAP2K1,MAP2K7,MAP3K1,MAPK1,MAPK14,MEF2A,NFKB1,NFKBIB,NKIRAS1,PIK3C3,PPP2CB,PPP2R1A,RELA,RPS6KA3,TAB3,TLR4",0.247191011235955
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1"," Apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1",3e-04,0.0017,3333,72,19,29522,"ANAPC1,ANAPC11,ANAPC16,ANAPC2,AURKA,CDC23,PLK1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,PTTG1,SEM1,SKP2,UBE2S",0.263888888888889
"REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS"," Glycerophospholipid biosynthesis",3e-04,0.0017,3333,107,25,29522,"ABHD3,ABHD4,AGPAT1,AGPAT3,BCHE,CHPT1,DDHD2,ETNK1,GPAT3,GPCPD1,HADHA,LIPH,LPCAT2,MBOAT1,MBOAT2,MIGA1,OSBPL10,OSBPL8,PCYT1A,PISD,PITPNM1,PLD3,SLC44A1,STARD7,TAFAZZIN",0.233644859813084
"REACTOME_TBC_RABGAPS"," Tbc rabgaps",3e-04,0.0017,3333,40,13,29522,"GABARAPL2,GGA1,GGA3,OPTN,RAB11A,RAB35,RAB5C,RAB6A,RAB7A,RAB8B,TBC1D10B,TBC1D15,TSC2",0.325
"REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT"," Mitochondrial protein import",0.00031,0.0017,3333,61,17,29522,"ATP5F1B,ATP5MC1,BCS1L,CHCHD5,CHCHD7,COA4,COA6,COX17,COX19,PMPCB,SLC25A12,TAFAZZIN,TIMM17A,TIMM17B,TIMM44,TIMM50,VDAC1",0.278688524590164
"REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7"," Activation of nima kinases nek9 nek6 nek7",0.00032,0.0017,3333,7,5,29522,"CCNB1,CCNB2,CDK1,NEK7,PLK1",0.714285714285714
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A"," Apc cdc20 mediated degradation of nek2a",0.00032,0.0017,3333,26,10,29522,"ANAPC1,ANAPC11,ANAPC16,ANAPC2,BUB1B,BUB3,CDC23,MAD2L1,NEK2,UBE2S",0.384615384615385
"REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX"," Loss of mecp2 binding ability to the ncor smrt complex",0.00032,0.0017,3333,7,5,29522,"MECP2,NCOR1,NCOR2,TBL1X,TBL1XR1",0.714285714285714
"REACTOME_SYNDECAN_INTERACTIONS"," Syndecan interactions",0.00032,0.0017,3333,26,10,29522,"COL1A1,COL3A1,COL5A2,FGF2,ITGAV,ITGB1,ITGB4,SDC2,SDC3,VTN",0.384615384615385
"REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION"," Trna processing in the mitochondrion",0.00032,0.0017,3333,7,5,29522,"ELAC2,HSD17B10,MT-RNR1,TRMT10C,TRNT1",0.714285714285714
"REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP"," Senescence associated secretory phenotype sasp",0.00035,0.0019,3333,96,23,29522,"ANAPC1,ANAPC11,ANAPC16,ANAPC2,CCNA2,CDC23,CDK4,CDKN1B,CDKN2B,CDKN2C,EHMT1,FOS,H2AC6,H2AZ1,H2BC12,H2BC13,H3-3A,IL6,MAPK1,NFKB1,RELA,RPS6KA3,UBE2S",0.239583333333333
"REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING"," Beta catenin independent wnt signaling",0.00036,0.002,3333,133,29,29522,"AGO2,AP2A1,ARRB2,CLTA,CTNNB1,DVL1,DVL3,FZD3,FZD4,FZD6,GNAO1,GNB1,GNG11,GNG12,MYC,PFN1,PSMA1,PSMC3,PSMD10,PSMD11,PSMD12,PSMD14,PSMD4,PSMD8,SEM1,SMURF2,TNRC6A,TNRC6C,WNT5A",0.218045112781955
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX"," Signaling by tgf beta receptor complex",0.00036,0.002,3333,73,19,29522,"CCNK,CDKN2B,F11R,FURIN,MAPK1,MEN1,MYC,NCOR1,NCOR2,NEDD4L,PARP1,PMEPA1,PPP1CC,SKI,SMURF2,TGFBR2,UBE2M,UCHL5,XPO1",0.26027397260274
"REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC"," Formation of tubulin folding intermediates by cct tric",0.00037,0.002,3333,22,9,29522,"CCT3,CCT7,CCT8,TUBA1A,TUBA1B,TUBA1C,TUBA4A,TUBB4B,TUBB6",0.409090909090909
"REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY"," Regulation of mecp2 expression and activity",0.00037,0.002,3333,31,11,29522,"AGO2,CAMK2D,LBR,MECP2,NCOR1,NCOR2,PRKACA,TBL1X,TBL1XR1,TNRC6A,TNRC6C",0.354838709677419
"REACTOME_DISEASES_OF_METABOLISM"," Diseases of metabolism",0.00038,0.002,3333,198,39,29522,"ACACA,ADAMTS4,AHCY,ALG3,ALG6,B3GALT6,B3GLCT,B4GALT1,B4GALT7,CYP11A1,CYP26B1,CYP27B1,DPAGT1,DPM1,FDX1,GALE,GBE1,GFPT1,GNE,GNS,HEXB,HLCS,IDUA,LMBRD1,MMAB,MMACHC,MOGS,MPDU1,MTRR,MUC1,OPLAH,PC,POMGNT1,POMT2,PPP1R3C,SDC2,SDC3,SLC26A2,TALDO1",0.196969696969697
"REACTOME_ONCOGENIC_MAPK_SIGNALING"," Oncogenic mapk signaling",0.00038,0.002,3333,79,20,29522,"AGTRAP,AKAP9,ARRB2,CAMK2D,CSK,FXR1,MAP2K1,MAP2K2,MAP3K11,MAPK1,MRAS,NRAS,PPP1CC,QKI,RAP1A,SND1,SPRED1,SPRED3,TENT4A,TLN1",0.253164556962025
"REACTOME_HYALURONAN_METABOLISM"," Hyaluronan metabolism",0.00039,0.0021,3333,14,7,29522,"ABCC5,CD44,HEXB,HMMR,HYAL2,HYAL3,SLC9A1",0.5
"REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY"," Nuclear pore complex npc disassembly",0.00039,0.0021,3333,36,12,29522,"AAAS,CCNB1,CCNB2,CDK1,NEK7,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C",0.333333333333333
"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION"," Traf6 mediated irf7 activation",4e-04,0.0021,3333,18,8,29522,"CREBBP,EP300,MAVS,SIKE1,TANK,TBK1,TRAF2,TRIM25",0.444444444444444
"REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA"," Ddx58 ifih1 mediated induction of interferon alpha beta",0.00041,0.0022,3333,68,18,29522,"ATG12,CHUK,CREBBP,EP300,HERC5,MAP3K1,MAVS,NFKB1,NFKBIB,NKIRAS1,RELA,SIKE1,TANK,TBK1,TKFC,TNFAIP3,TRAF2,TRIM25",0.264705882352941
"REACTOME_COMPLEX_I_BIOGENESIS"," Complex i biogenesis",0.00042,0.0022,3333,57,16,29522,"ECSIT,MT-ND6,NDUFA11,NDUFA12,NDUFA5,NDUFA9,NDUFAF7,NDUFB1,NDUFB11,NDUFB3,NDUFB5,NDUFB6,NDUFS6,NDUFS8,NDUFV3,TMEM126B",0.280701754385965
"REACTOME_HATS_ACETYLATE_HISTONES"," Hats acetylate histones",0.00043,0.0022,3333,128,28,29522,"ATXN7L3,BRPF1,CREBBP,ELP4,ELP5,EP300,H2AC21,H2AC6,H2BC12,H2BC13,HCFC1,JADE2,KANSL3,KAT2A,KAT2B,MCRS1,MEAF6,MORF4L1,MRGBP,MSL3,OGT,PHF20,TADA3,TAF10,TRRAP,USP22,VPS72,WDR5",0.21875
"REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX"," Formation of tc ner pre incision complex",0.00045,0.0024,3333,52,15,29522,"COPS7A,DDB1,EP300,ERCC6,ERCC8,GPS1,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K,PRPF19,RBX1,XPA,ZNF830",0.288461538461538
"REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY"," Notch hlh transcription pathway",0.00045,0.0024,3333,27,10,29522,"CREBBP,HDAC6,HDAC9,KAT2A,KAT2B,MAMLD1,NCOR1,NCOR2,TBL1X,TBL1XR1",0.37037037037037
"REACTOME_SIGNALING_BY_PDGF"," Signaling by pdgf",0.00045,0.0024,3333,52,15,29522,"BCAR1,COL3A1,COL4A1,COL4A3,COL4A4,COL4A5,COL5A2,COL9A3,FURIN,NRAS,PIK3CB,PLAT,PTPN12,RASA1,STAT5A",0.288461538461538
"REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE"," Diseases of mitotic cell cycle",0.00052,0.0027,3333,37,12,29522,"ANAPC1,ANAPC11,ANAPC16,ANAPC2,CCND1,CCND3,CDC23,CDK4,CDKN1B,E2F1,SKP2,UBE2S",0.324324324324324
"REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS"," Interactions of rev with host cellular proteins",0.00052,0.0027,3333,37,12,29522,"AAAS,KPNB1,NUP188,NUP214,NUP50,NUP54,NUP98,POM121,POM121C,RAN,RANGAP1,XPO1",0.324324324324324
"REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION"," Fgfr2 mutant receptor activation",0.00055,0.0028,3333,23,9,29522,"FGF2,FGFR2,GTF2F2,NCBP2,POLR2A,POLR2C,POLR2E,POLR2J,POLR2K",0.391304347826087
"REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION"," Raf independent mapk1 3 activation",0.00055,0.0028,3333,23,9,29522,"CDK1,DUSP1,IL6,IL6R,IL6ST,MAP2K1,MAP2K2,MAPK1,TYK2",0.391304347826087
"REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION"," Traf6 mediated nf kb activation",0.00055,0.0028,3333,23,9,29522,"CHUK,MAP3K1,MAVS,NFKB1,NFKBIB,NKIRAS1,RELA,TRAF2,TRIM25",0.391304347826087
